standard,exponential,lorentz
0.183088,2.109,-3.36363
0.758553,2.37996,-0.624559
0.0901627,0.741087,-0.791993
0.255087,2.19464,8.00429
0.00143878,1.72512,0.582227
0.756541,2.82208,1.94901
0.0306717,0.925357,0.742794
0.480699,0.0829349,-3.45987
0.0288407,3.82543,0.219358
0.966975,0.511004,1.08119
0.203154,0.945439,0.800788
0.905964,0.459565,0.926289
0.642384,0.527474,2.55742
0.195081,0.469083,2.02026
0.969545,0.489141,0.53856
0.20036,1.63051,-0.151109
0.93318,2.13471,2.23866
0.0970333,0.096144,0.250588
0.232663,1.03975,-0.721283
0.00430555,0.712819,1.24802
0.929805,1.10774,2.76592
0.295194,0.622437,1.45163
0.0159299,1.46855,1.1964
0.50491,0.14828,0.62852
0.269211,0.451215,3.33582
0.768927,1.2682,0.96149
0.616872,0.0325881,0.662395
0.403246,0.154109,1.09465
0.596934,0.187968,-4.31562
0.00387639,0.681947,4.37921
0.787208,0.603695,-0.136249
0.794063,1.26588,-2.83786
0.823245,1.74222,-8.30306
0.0747785,0.191868,-0.603328
0.785632,0.0189605,-1.03698
0.140803,0.873433,-8.82641
0.387225,1.81499,0.00178288
0.81281,0.232891,3.25542
0.120744,0.314953,-0.896557
0.6044,4.01374,-0.497092
0.486275,0.342164,0.748873
0.642099,0.374132,-1.76941
0.997417,0.00231249,-1.53324
0.78813,1.32486,-2.55024
0.88255,0.492382,13.6508
0.141327,1.16501,3.64462
0.76541,0.00772693,0.0539114
0.463413,1.01045,-1.16804
0.437491,0.979483,-8.32098
0.381742,2.2564,-2.7456
0.628318,0.00675246,-0.812927
0.169897,0.822384,-1.25376
0.456689,0.918247,1.18994
0.504858,0.300319,2.18059
0.306613,1.3663,-4.08972
0.520615,2.37354,-0.224341
0.724557,0.674077,-0.167136
0.630626,0.546041,0.234978
0.782169,3.02959,-0.896945
0.528894,0.330392,7.09209
0.714924,2.96121,0.801608
0.23478,1.71647,-0.694853
0.423419,1.45366,-0.443608
0.903789,0.307049,-0.0639335
0.791866,0.470965,0.837732
0.713937,3.69099,0.29091
0.15924,0.314039,1.54795
0.787003,0.601819,1.46958
0.64573,0.211412,-15.1051
0.486321,1.52205,0.0807705
0.613425,2.51539,0.220577
0.234744,0.944407,-1.58521
0.0919552,0.93485,-64.0019
0.0784808,1.62755,0.791253
0.62679,0.899287,-4.91919
0.447294,0.528313,0.384249
0.513315,0.0709759,2.38011
0.054328,0.828031,0.153661
0.995698,0.335333,-1.27251
0.537808,1.63396,0.978153
0.436773,0.644123,-0.846447
0.0883174,1.83672,-2.33604
0.878143,0.858724,-0.799341
0.887045,0.637536,0.408606
0.259994,0.969641,-2.09311
0.112465,0.605076,0.228865
0.714161,0.242694,-0.398999
0.885602,1.66628,-1.51953
0.20444,0.722499,0.815632
0.325755,0.0870054,-9.93939
0.94781,0.576494,-0.811656
0.309092,1.29251,-4.3504
0.865115,1.01665,-2.48977
0.399561,0.835252,-1.67472
0.813446,0.178096,0.920233
0.550452,1.49382,2.02
0.913674,0.953929,-0.0426011
0.805228,0.494353,-2.53763
0.168512,0.777011,0.383032
0.448984,0.3687,2.79372
0.722478,0.645895,0.529697
0.597574,0.86501,13.0183
0.246328,0.341581,0.0970388
0.166158,2.0068,-0.540882
0.0119834,2.26119,-10.5483
0.884557,0.0452861,-1.02612
0.41187,0.233928,0.112926
0.27798,0.938973,-0.473434
0.650941,1.7794,-2.73221
0.678807,0.0200653,-7.96609
0.896471,0.888464,0.185125
0.453629,1.87706,0.937905
0.995264,0.352378,-2.82507
0.847512,0.282372,1.12225
0.147832,0.111105,-12.9549
0.397036,0.0246362,0.953644
0.643136,0.191471,-1.38865
0.845728,2.66953,-4.75337
0.162316,0.220497,4.09936
0.425259,0.0447411,-1.92243
0.185393,0.655444,-1.78363
0.133589,0.863216,3.38634
0.988803,1.31813,2.83373
0.584475,0.890003,1.6479
0.884932,0.322335,0.0684951
0.344956,2.65378,1.46674
0.747573,1.15053,-2.29027
0.656707,0.856428,4.7541
0.638895,0.0138559,0.287342
0.00532248,0.585598,0.224497
0.952792,0.129254,-0.668579
0.0401337,0.0839193,-6.83914
0.943551,1.3281,-1.42753
0.907671,2.43314,0.102733
0.840857,0.533323,0.919642
0.201115,0.840849,-0.0217523
0.743758,1.79636,1.52786
0.0704571,0.641683,-0.085632
0.685747,0.524178,0.335925
0.261344,0.0332272,-0.142681
0.324949,0.792299,0.36992
0.851898,2.58498,-1.39579
0.841638,0.947618,-0.285771
0.01959,0.535946,1.14485
0.0829496,1.36857,2.43073
0.515702,5.05488,-1.36542
0.326608,1.86534,-0.430333
0.191199,0.709103,-1.79435
0.841327,0.840558,1.1208
0.977848,0.0984277,-1.09989
0.20179,0.497975,1.39787
0.413116,0.0725375,0.0245589
0.102168,0.103191,-0.347035
0.16079,1.36136,1.56405
0.579479,1.73851,-0.25062
0.297114,0.540828,-5.31398
0.407354,0.307391,-1.74351
0.295665,2.50789,-1.71607
0.801608,2.46362,-3.69341
0.86491,2.24194,-0.948983
0.0158479,2.56689,0.176705
0.505997,0.322565,-6.07594
0.87566,1.20687,-6.35364
0.567788,1.2967,0.530318
0.998931,0.380919,0.141993
0.345663,1.20979,-1.77873
0.5663,2.41643,0.0384328
0.938527,0.863226,1.36049
0.219427,0.883906,0.985348
0.823216,1.16603,0.864285
0.264152,0.97087,-0.168824
0.0592381,3.018,0.50471
0.561066,0.81066,-1.73477
0.404323,0.587779,0.428749
0.753543,0.0227472,0.537966
0.425877,0.407832,-1093.02
0.247369,0.700744,-4.45147
0.0301719,1.18119,-2.2725
0.862622,0.147474,-3.64474
0.575666,0.0214295,0.020468
0.641635,0.308387,-0.19076
0.215022,0.138419,-0.315234
0.504833,2.10179,-0.71535
0.80064,1.182,0.221747
0.0254095,0.995648,3.97161
0.589271,0.48719,-0.892708
0.331621,0.19639,4.06663
0.338479,1.51734,0.953448
0.455576,0.185792,-2.93451
0.0406846,4.06155,1.0233
0.852934,0.544961,-1.15215
0.206369,0.00569524,-2.81136
0.811983,0.367043,-1.02935
0.987073,0.792686,0.219992
0.90329,2.49194,-0.961373
0.0768894,0.200775,2.00778
0.949271,0.432873,-5.35647
0.806227,0.0381965,-0.139132
0.414868,1.80814,-0.845838
0.694942,0.0626603,3.05916
0.807784,0.837678,3.07594
0.477292,1.64664,0.303512
0.00155621,0.241672,4.39519
0.86607,0.833242,4.10944
0.237608,0.0124623,-0.970807
0.881895,0.109987,0.0471441
0.474481,0.535584,-1.16422
0.229809,0.0815097,-0.0034137
0.933874,0.306198,2.48756
0.709718,0.846224,-0.222239
0.434271,1.13192,-0.140318
0.243937,0.381439,1.4187
0.526474,0.342292,1.6327
0.654275,0.126722,1.1212
0.0707375,1.9871,-14.8063
0.0798445,1.54711,1.32557
0.737765,0.332035,1.92339
0.619367,0.294437,-3.16765
0.518518,2.20232,-0.419739
0.655213,1.07365,-0.22781
0.311117,0.46368,1.439
0.439969,1.37062,0.134583
0.0575008,3.52188,5.32516
0.653405,0.334612,-0.0213242
0.78335,1.27091,0.41955
0.514669,0.0671018,-3.26624
0.318744,0.0943979,2.00475
0.10147,0.426189,-0.421235
0.256106,1.85341,-0.142343
0.517642,0.098138,1.52198
0.887673,0.0844708,-1.71255
0.558568,2.65164,-1.43338
0.214593,0.214565,1.69508
0.680397,0.373309,-0.240148
0.433191,0.665686,-1.0316
0.0184865,1.08479,-6.53072
0.715305,0.934642,-1.2771
0.0873246,0.587745,3.13578
0.0991637,0.851227,-2.28911
0.724304,1.03985,-2.0383
0.454314,0.595194,4.99962
0.000551928,0.0911152,2.97127
0.457465,0.626125,1.66808
0.85727,0.204389,-6.11922
0.34054,1.41251,2.84459
0.81159,0.00514139,0.320732
0.142283,0.673869,1.03113
0.778711,1.16923,0.297501
0.208433,0.0781192,0.0506681
0.108331,0.00214472,-0.66133
0.384963,0.31172,0.0874799
0.612716,0.950878,-2.02871
0.655355,0.893056,0.363217
0.25139,1.83435,2.94433
0.287751,0.87331,0.0856667
0.554229,0.184916,-1.40604
0.0925039,0.737304,-0.922186
0.384775,1.01152,-0.842305
0.772207,0.141421,2.11752
0.623935,0.121571,-3.65896
0.835507,0.479575,-0.615945
0.980083,0.499972,3.33666
0.891631,0.403515,5.72246
0.576097,0.591265,-0.207968
0.28136,1.00526,1.8115
0.754646,0.450136,0.900017
0.503023,0.891065,0.857917
0.362868,0.811997,-4.73418
0.240556,1.03521,0.816526
0.442339,0.330797,-0.0202115
0.268107,0.0360322,0.0956592
0.689161,2.04563,-3.70561
0.604163,1.12964,-0.714293
0.667531,0.324841,-1.8332
0.428828,0.557784,-8.02097
0.632872,0.46407,10.64
0.481175,0.718048,-0.350733
0.72036,0.521847,-1.51887
0.833114,1.19116,-1.86894
0.589428,0.303794,8.1712
0.466151,0.241958,-2.31964
0.904127,0.11339,-0.71158
0.0431917,1.92231,-0.259681
0.616547,1.40957,0.915809
0.984511,0.331032,-21.8695
0.278017,1.83952,-0.0514207
0.0314847,0.44645,3.46682
0.950627,0.0461198,3.20855
0.874854,0.421916,0.038593
0.912122,0.165088,1.20362
0.66715,1.01887,-0.314339
0.54217,0.570869,-1.16981
0.135166,0.622487,-1.2073
0.47423,0.558712,-0.426504
0.84732,0.872281,-1.87571
0.0723469,4.4586,0.515948
0.682534,0.802707,0.678269
0.253011,0.904964,-0.0894298
0.377649,0.496551,1.24362
0.380632,0.389572,0.916574
0.122128,0.683728,0.449262
0.170122,0.842484,7.30734
0.42197,3.26478,1.47627
0.525156,0.133686,1.05735
0.928084,3.49787,0.420729
0.430687,1.73261,0.746402
0.104833,1.29282,0.982265
0.939908,0.0423749,9.06117
0.612178,2.278,-0.443098
0.100155,0.338631,0.166623
0.466061,0.133213,-1.65582
0.129432,0.951615,5.71746
0.870616,3.10023,-0.628433
0.874553,1.55014,-0.247497
0.954753,1.98227,0.0215792
0.991636,0.675193,0.476202
0.298059,2.19668,1.35917
0.835706,0.363915,-1.22579
0.751663,0.152703,2.09563
0.778466,0.0426619,-0.359741
0.953442,1.55714,-0.209058
0.164381,2.23585,-1.00118
0.882442,0.177134,-2.53876
0.644453,0.548652,-0.609907
0.234922,0.587728,-0.56415
0.140183,0.977317,1.23287
0.00776037,0.219218,0.285032
0.102717,3.80622,-0.353471
0.52115,1.78692,1.25278
0.711093,0.495225,-1.42762
0.346146,0.29039,-19.8842
0.0713476,0.383612,3.57166
0.681292,0.529631,-1.72447
0.298053,1.97436,0.881818
0.0168244,0.370048,0.706711
0.770948,0.60625,0.0479289
0.63393,1.20239,0.150546
0.0470805,1.8799,-7.73364
0.516881,1.34863,0.53957
0.903326,1.5067,-0.865626
0.901043,0.975433,0.960901
0.595789,0.645382,4.36822
0.622391,0.102185,-0.983956
0.335274,0.670187,3.31528
0.782346,2.96024,0.692152
0.631659,2.14229,17.441
0.998319,0.0590008,-0.0838485
0.119303,0.0653318,-2.23198
0.0605819,3.57482,21.9399
0.541003,2.38895,-1.46203
0.707147,3.00728,0.855924
0.951001,1.34574,1.24943
0.702169,0.470473,-0.28805
0.641666,0.0662784,4.37365
0.830394,1.07198,7.46271
0.092182,0.687945,1.77193
0.970721,0.0984543,1.13586
0.626693,1.08723,2.43384
0.988142,0.769746,24.8211
0.0384499,3.73283,-0.818493
0.82291,0.371536,1.51683
0.594203,0.966731,-3.00644
0.805844,1.35695,-0.183222
0.593672,4.84384,2.45229
0.975393,1.24471,-0.42266
0.480774,0.470313,-0.534531
0.700365,0.371465,-0.395738
0.00279611,0.123389,1.15018
0.155184,0.329744,-0.783873
0.837957,0.574161,91.6911
0.822312,1.34067,0.520705
0.0154835,0.129179,-0.687472
0.779643,1.44835,-19.4175
0.0867123,0.0360904,10.8324
0.902007,1.00777,-0.609352
0.489287,0.37758,0.424697
0.630982,0.0972501,-0.686741
0.951492,1.24469,0.32653
0.123433,0.0572284,0.588578
0.8321,2.15616,36.7969
0.437062,0.224026,0.472705
0.41936,1.16113,0.411562
0.234373,0.290479,0.845418
0.325006,1.5857,3.26499
0.0574433,1.28943,-0.0787414
0.901348,0.81082,2.61399
0.850738,0.123048,-0.395265
0.410413,0.847966,-0.17898
0.0820202,1.4941,-0.430167
0.31071,0.169765,-12.866
0.506485,0.142309,-6.60496
0.284715,2.8624,3.35958
0.928699,0.66277,1.94554
0.439759,2.04099,9.87364
0.334044,0.33848,3.32167
0.664088,4.02683,0.340816
0.294856,0.408369,76.333
0.643554,1.07978,-1.02655
0.449051,0.295565,0.640468
0.117096,0.764198,1.10525
0.361835,0.926773,-0.096985
0.661222,2.21945,-2.03798
0.991357,0.242413,1.53925
0.755599,1.03107,-1.33839
0.228352,2.10041,-22.7493
0.0667093,0.672097,1.01383
0.394572,0.773506,0.192127
0.879072,2.55383,-1.18436
0.382018,2.03415,-1.88976
0.889141,2.46121,6.88949
0.590192,0.0622442,-1.31072
0.0664554,1.05465,0.385886
0.801608,0.240247,-0.00275738
0.333663,0.475947,1.60908
0.489971,0.0136166,0.788241
0.549707,0.650493,0.537597
0.678286,4.89107,-0.491515
0.128188,2.65955,2.59832
0.940551,0.465451,8.59862
0.986214,0.313672,-3.74706
0.38262,0.279487,-1.63661
0.087231,1.09564,18.3441
0.335239,0.537415,0.648347
0.131498,1.07283,-15.8977
0.785539,0.259016,3.4092
0.194991,0.15654,5.98801
0.845673,1.33481,0.388068
0.713461,0.706564,33.0246
0.433639,1.40854,0.493497
0.44598,1.99287,-2.18952
0.666194,0.877431,-1.20122
0.995718,1.11307,2.17506
0.419692,0.23676,-2.3386
0.329226,1.20227,-0.431482
0.330026,2.54719,-0.480553
0.217007,0.842168,0.153477
0.583595,0.249984,1.01325
0.0939118,2.22849,0.0083419
0.861581,0.734463,2.77196
0.0897969,2.55318,2.50378
0.401977,0.187711,0.184943
0.589109,0.303268,3.05211
0.794875,0.0245358,0.748651
0.773139,0.29756,0.354033
0.519623,0.423857,-0.199423
0.733072,2.01634,-2.13416
0.654316,0.843653,0.051536
0.798535,0.131937,0.0299114
0.254857,0.774586,-1.18596
0.649777,1.0132,2.961
0.820108,0.10141,-0.346788
0.0748311,0.208109,0.505317
0.954945,0.0569759,-0.233962
0.729477,0.0836111,2.48439
0.463821,0.00402811,0.200469
0.7373,0.368089,-6.04582
0.135985,0.670499,25.6409
0.749965,0.0405118,-0.871361
0.836874,2.05887,1.80487
0.801409,0.0406119,-38.3532
0.733114,0.314432,-0.690454
0.565947,0.916116,1.46791
0.240978,0.318413,0.416517
0.55417,1.66589,-0.179867
0.298133,0.237097,7.26148
0.471864,0.275454,0.187607
0.838932,0.836715,-0.220478
0.742232,2.65529,-0.657839
0.868844,0.115912,-0.424198
0.311123,1.41795,-2.79335
0.629364,0.496799,-0.658998
0.929306,1.38209,-0.289835
0.722023,0.98432,0.202086
0.79098,0.590282,18.2268
0.681496,0.277952,0.600681
0.0855345,0.661406,1.10178
0.00340124,0.251232,1.17675
0.72217,1.28952,5.65081
0.596013,0.347957,1.0751
0.383689,0.687459,-8.01784
0.965428,1.85114,-1.77857
0.39729,0.602447,-1.12252
0.334677,3.25971,2.25138
0.31366,0.222897,-0.330821
0.367749,0.915533,-1.49634
0.819369,0.418148,-0.0978197
0.472086,0.780155,4.35179
0.245662,0.270142,9.36716
0.605946,3.94113,0.103787
0.66591,0.504269,1.6159
0.714534,1.81769,0.880578
0.288478,0.32629,1.59712
0.899388,1.0526,-1.49022
0.803972,0.548071,0.0126089
0.568416,0.768374,1.01661
0.172563,1.40785,-0.487311
0.926298,2.87984,0.925484
0.844984,0.241236,-0.225023
0.408058,0.226609,2.13776
0.565866,0.297654,31.5769
0.649051,0.466214,-1.72828
0.0364536,1.80302,-0.412584
0.193032,0.365262,14.1998
0.986041,0.460127,0.462279
0.700008,0.529583,-0.852885
0.0304161,1.8922,-0.578151
0.739308,0.472019,0.176297
0.745725,0.674335,0.159555
0.0411776,0.250629,-0.258342
0.450437,1.9799,0.341767
0.997333,0.0734878,-1.0711
0.253512,0.0783183,0.14129
0.0817878,1.06972,-0.544759
0.311555,0.159059,-0.705898
0.192253,4.9202,2.53281
0.744042,1.5647,-6.3049
0.917274,1.37084,0.0775834
0.248321,0.741629,0.525534
0.114742,0.0986171,0.619737
0.0344867,1.96729,-0.277166
0.690962,2.0555,-0.337777
0.098868,0.564559,0.304216
0.211754,0.695576,-0.575305
0.266137,0.506476,1.80315
0.594064,0.183592,3.0777
0.00781268,2.23688,1.06281
0.530248,1.76414,5.16173
0.509391,0.576049,5.24272
0.997715,0.475943,-43.9356
0.0841129,1.58172,-0.0264638
0.847454,0.339378,1.04694
0.465272,1.71755,2.93894
0.408517,2.78645,0.679878
0.424275,1.34242,-9.00988
0.531353,0.0576738,-24.4367
0.819777,1.05331,0.282072
0.0809578,0.814414,-1.83889
0.535453,0.336678,4.98103
0.586234,2.33526,-0.253345
0.788393,0.0923968,27.0919
0.399599,1.62636,1.7421
0.822018,0.319737,-0.0870423
0.940568,0.863099,1.29598
0.372678,0.273467,0.872332
0.723091,0.521524,2.85765
0.69443,0.475524,-8.20123
0.0372262,0.100288,-0.232626
0.34086,0.578075,0.256571
0.891828,0.114455,-0.761165
0.28835,0.301892,-1.04105
0.116699,0.101404,0.850675
0.0981822,1.36536,-1.2001
0.640903,0.617387,-1.07874
0.918648,0.423931,-12.8079
0.889248,1.3841,0.800619
0.744586,0.901915,0.777118
0.798437,3.57705,16.213
0.817402,0.30344,1.24217
0.436774,0.162434,-0.858011
0.698132,2.97315,0.407657
0.423359,0.301232,3.67842
0.903489,0.717366,-2.13674
0.753875,0.562237,-8.91156
0.419086,0.503406,0.755383
0.452192,0.754154,6.84479
0.196477,0.55894,0.089543
0.132574,0.552989,-1.71988
0.785168,0.518674,0.0238558
0.455997,1.38262,-0.720633
0.818117,1.27815,-0.754022
0.13824,0.00133937,-0.765774
0.482533,1.62881,-21.4494
0.699641,1.21609,2.08474
0.525822,2.19983,2.43745
0.955343,0.460909,0.817137
0.985191,0.482323,-0.145702
0.758138,1.77,0.057199
0.505496,1.67363,3.14607
0.859988,1.44498,0.286488
0.0499598,0.0325443,0.778017
0.859818,2.59137,-0.00508791
0.233489,0.75411,24.0563
0.179354,1.96213,0.466097
0.562616,1.89831,-1.46756
0.243111,1.86004,-0.343637
0.0230985,0.5171,-1.11968
0.722687,1.23019,-1.04777
0.598368,2.55707,-0.8456
0.951129,1.92254,0.974221
0.230097,1.32952,-0.608567
0.929623,1.07147,2.93364
0.926648,3.70196,-3.72069
0.433161,5.08776,-0.702786
0.740412,1.99189,2.46696
0.21336,1.66355,1.70143
0.27354,0.867078,-1.81796
0.330426,0.65336,0.782972
0.444045,0.777631,0.100187
0.731172,0.897319,-1.40575
0.488111,0.0795013,0.765105
0.119707,0.957638,0.458681
0.961348,3.50768,-0.12434
0.364647,1.96426,-2.24997
0.530971,1.31959,-0.885534
0.565964,7.21189,-0.515767
0.385917,0.741425,-2.40343
0.526846,1.43914,0.798186
0.760202,2.71558,0.224422
0.856096,1.9686,1.28524
0.604063,0.633642,0.232778
0.742476,3.51828,0.0750172
0.33337,0.391326,-3.20239
0.981207,0.822391,-1.00536
0.611523,1.52815,2.07289
0.197815,0.984725,0.145771
0.332879,2.75697,-1.16851
0.503982,0.873197,-1.30273
0.847689,0.686007,-2.70214
0.775977,2.22927,-12.4348
0.269804,0.535288,-0.135083
0.85916,0.44998,-0.05293
0.986235,0.444846,-5.72138
0.845466,0.873657,-0.69334
0.399408,1.06502,22.716
0.325939,0.322435,153.34
0.844904,1.03855,0.632577
0.339743,0.336339,1.5047
0.416598,1.0283,10.7029
0.787148,1.09314,1.63939
0.49895,0.853302,-1.0121
0.755551,0.909099,-9.56189
0.874913,0.123526,-1.21909
0.325926,0.722969,-2.33265
0.601243,0.456893,-0.0978211
0.629378,0.54512,-0.0526712
0.527708,0.200245,-0.581046
0.0497004,0.0385306,0.587449
0.0322516,2.66585,0.0647968
0.0650142,0.768004,-0.627646
0.82063,0.345121,1.43835
0.685657,1.39461,-1.70074
0.936483,0.352889,-1.06572
0.939658,0.260254,2.08309
0.222347,0.562908,-1.33049
0.342417,0.964489,-0.766422
0.96603,0.56791,0.307627
0.689063,0.207985,-0.672885
0.873868,0.144665,1.16758
0.228981,0.430449,1.53158
0.070404,0.192572,-0.57112
0.960478,0.344761,-0.0200908
0.230234,0.67937,-3.56429
0.382456,0.350793,13.371
0.775007,0.679535,-0.150066
0.0406571,0.599678,0.84612
0.682518,1.86926,-0.788442
0.867783,0.619679,-0.752853
0.814681,0.0183745,-0.0628115
0.649104,0.18593,-0.322894
0.459896,2.45567,4.19226
0.231482,0.806029,0.844572
0.87634,2.56708,-0.146971
0.486672,1.90704,0.875763
0.95428,0.00428115,-0.881639
0.941985,1.6243,3.67797
0.604604,0.540116,-2.18706
0.618139,0.794947,0.917997
0.673061,0.10381,-0.290363
0.324683,0.267838,-52.5762
0.89168,3.13257,-0.43432
0.334642,0.549705,3.39836
0.654604,1.12915,0.930274
0.262634,0.589514,0.930148
0.668783,3.58791,0.113339
0.296949,1.88096,-0.0989989
0.878225,0.453359,2.87161
0.314665,1.13071,-2.23028
0.208737,1.16564,0.033317
0.431054,0.0498547,50.4682
0.123672,1.14441,0.312232
0.501098,0.87539,-0.328748
0.511953,0.181133,-1.29996
0.880153,0.472639,-2.34937
0.199071,1.11502,0.711595
0.891799,0.814314,-0.437495
0.260639,2.24103,-1.31283
0.17682,0.938612,-0.205436
0.431565,1.635,-2.69957
0.33886,1.14801,0.64731
0.575441,0.341149,1.36002
0.270156,1.19416,2.29799
0.928505,1.2638,-1.47894
0.732806,0.466225,4.87008
0.287062,1.4523,-0.713279
0.927618,1.24597,-1.66957
0.152112,2.86997,0.294915
0.501382,0.938646,-0.271901
0.441801,0.551785,-0.980519
0.851549,1.00617,-4.37538
0.746632,0.349873,-0.121388
0.657113,1.34517,0.0803537
0.499303,1.59318,-21.7166
0.346436,0.53969,-1.61812
0.909711,2.23827,1.61601
0.44599,0.19469,0.461226
0.264604,2.58241,-2.98134
0.00356802,0.432253,0.611084
0.661079,0.93949,0.62339
0.935738,1.01327,1.02091
0.542188,1.34479,0.129239
0.312751,0.16488,0.230931
0.53978,1.70944,1.86249
0.05774,0.127697,2.94195
0.231288,0.441581,-0.179895
0.762663,0.0432128,-0.546853
0.12067,0.790737,-1.06434
0.500209,0.472765,-0.459976
0.928894,0.500868,-2.52814
0.467369,0.0539522,-1.38342
0.502277,0.340942,-1.36532
0.228674,1.19443,1.05502
0.806458,0.566251,-0.0145365
0.990574,0.179004,-0.45229
0.958501,1.79447,1.32803
0.539244,0.498826,0.852969
0.72048,1.61631,2.82119
0.3841,0.112358,0.23627
0.299114,0.241288,0.0986601
0.654889,0.0933793,-0.341441
0.254951,0.0927735,-1.91754
0.784193,0.976413,-10.3967
0.338074,0.605445,1.16457
0.648659,3.35352,-0.451943
0.13012,0.435555,2.22404
0.709007,2.11802,-1.57486
0.0700598,0.0103518,0.0252426
0.582312,0.401079,-1.23832
0.508459,0.893447,1.29916
0.681834,0.0940669,1.53317
0.706205,1.31279,0.730441
0.315205,1.17306,2.78502
0.952727,0.357433,0.214866
0.3951,0.169816,6.10335
0.278093,1.94353,-0.104186
0.56606,1.75551,-1.65128
0.816438,0.311089,1.23784
0.476394,0.648589,0.00255249
0.899009,0.0736611,1.09484
0.0677655,2.34586,1.02274
0.753875,0.208522,0.051194
0.384964,0.830091,0.508355
0.443987,0.0628205,3.98257
0.579748,0.673758,-0.484042
0.811499,0.397528,0.570435
0.139254,1.38494,1.4601
0.00234716,0.717251,-0.580602
0.119599,0.397125,1.34554
0.597615,1.83269,0.248459
0.755904,0.235027,0.907545
0.251219,0.219582,195.854
0.0201061,0.199947,89.7192
0.621406,0.0952337,0.587403
0.489625,0.645444,0.967647
0.335687,2.63758,17.8114
0.753003,4.52978,-0.125008
0.750995,1.17933,-0.188717
0.441792,0.600744,2.61372
0.0161551,3.03002,-0.315027
0.298719,0.755852,2.94406
0.474296,2.25678,-0.0320353
0.812397,0.0261964,-1.07462
0.00840715,0.032043,-0.340717
0.0630681,2.36762,4.49508
0.27379,0.690503,32.5184
0.182943,0.310543,-1.21539
0.504759,0.510428,5.67472
0.796723,0.256601,0.553089
0.870653,4.32289,0.100187
0.633424,3.32259,-2.74689
0.890178,0.137191,-11.0424
0.979869,0.180584,-0.726663
0.685151,1.2581,-1.72926
0.329912,0.162725,0.922199
0.37592,1.69696,2.13898
0.979754,0.94904,2.8671
0.83504,1.30898,0.530801
0.304517,0.018359,0.759514
0.542089,0.0138828,1.7832
0.728719,1.92241,-3.14766
0.994593,0.281463,-5.38362
0.539265,0.201065,-4.07162
0.14282,0.0553655,-1.2014
0.429442,1.87611,0.852312
0.0125531,1.03527,-0.0941764
0.931299,0.0580073,1.47163
0.672806,0.39866,0.0994644
0.0658124,1.71476,-1.28307
0.292933,0.936326,-0.268604
0.248924,1.46977,-1.13528
0.467588,0.003837,0.0978681
0.444203,3.80346,0.948231
0.439381,3.09711,0.29646
0.495408,1.19869,0.607902
0.0141015,0.273089,1.81061
0.74185,0.562283,-0.436133
0.819509,0.123615,0.19342
0.107866,0.979549,-1.16423
0.840805,1.34335,-0.621528
0.696113,0.112968,-0.179705
0.69386,0.905794,6.33654
0.778427,0.937809,-2.27282
0.152691,0.486691,-4.78191
0.698936,0.488491,4.53298
0.955189,0.160283,0.802077
0.259498,1.54829,-1.50405
0.246282,0.739997,15.271
0.202078,0.305862,3.86754
0.823808,3.2235,-1.17122
0.888246,0.103829,1.99501
0.810366,1.20494,2.22747
0.496305,0.28029,0.734904
0.936409,0.25692,-1.30001
0.540189,3.16991,-0.140526
0.272821,0.0808561,-0.597697
0.57654,1.65076,-0.327751
0.947929,0.0316539,1.21652
0.819444,0.607863,1.46962
0.332022,2.30207,0.290965
0.38816,0.753142,13.4031
0.243675,0.329109,0.653979
0.25403,4.67262,0.926069
0.308535,0.268741,0.48863
0.179415,0.0277175,0.979317
0.743487,0.0115857,-3.42872
0.547625,0.461629,-16.8253
0.721229,0.271177,1.46115
0.342118,0.363362,2.21157
0.588636,0.204568,-0.0887411
0.221985,0.281151,-0.4152
0.9396,0.522926,0.278001
0.356973,0.143513,1.55014
0.159436,0.0633311,0.153612
0.663514,9.09624,-0.146763
0.455595,0.580876,0.673693
0.0895321,1.16455,-0.78704
0.2071,0.646692,0.372145
0.278252,0.635479,18.0268
0.474174,0.184831,-0.553595
0.494817,0.118581,2.64511
0.633623,0.400994,1.70642
0.49596,0.789424,4.48787
0.519228,1.06635,1.15247
0.0391564,0.132045,1.18439
0.761003,4.10539,0.604743
0.29871,0.0920655,0.953953
0.623495,1.22031,1.01709
0.0611386,1.49557,-4.94982
0.844646,0.111414,-0.046055
0.0538717,1.33353,-0.0399615
0.6072,1.16016,-0.315865
0.563374,0.291414,-0.274417
0.560594,0.0439042,-0.272747
0.195974,0.12078,0.406982
0.79607,1.79124,0.36844
0.214887,0.00845515,1.65051
0.593399,0.897444,-0.68323
0.935458,0.431743,0.0424936
0.286983,1.81289,0.084985
0.781445,2.36074,2.44703
0.0387678,2.67507,0.751503
0.102671,0.727997,0.890727
0.197115,2.28009,-0.545006
0.887488,0.591967,-0.691592
0.786291,0.938493,-0.982965
0.609012,1.6042,0.0557301
0.0444074,0.298445,5.82168
0.516947,0.153371,0.335017
0.4427,0.22393,0.21123
0.189165,0.834093,2.36791
0.974301,2.71135,-0.318522
0.518224,2.00269,-2.69923
0.681565,0.34065,-6.1054
0.162831,2.12853,-15.7872
0.596772,1.90736,-1.56308
0.596847,0.408581,0.485758
0.553641,1.21245,-1.21686
0.224077,1.01859,-1.56684
0.0121557,0.212161,-0.162183
0.832371,0.186342,2.06882
0.562132,1.53283,0.364594
0.752728,0.122572,0.208408
